SN ID,SN ID (from Songs),SN ID (from Locations)
1986,2092,92
1987,398,60
1987,1416,69
1987,2505,62
1984,882,53
1984,2603,98
1984,2602,103
1985,1024,44
1985,322,32
1985,2604,29
1985,634,80
1985,1677,50
1985,1041,143
1983,2599,11
1983,1630,72
1983,1268,46
1983,2600,51
1983,2601,104
1953,2578,124
1953,1379,33
1953,2260,127
1981,2149,79
1981,2626,108
1981,2381,67
1980,2662,94
1980,2663,17
1980,2664,70
1980,2665,6
1977,2199,2
1977,1231,136
1978,1378,142
1978,366,117
1979,473,77
1979,1573,123
1972,2668,113
1972,1852,75
1972,2117,97
1976,1598,73
1976,567,59
1976,2595,64
1976,2594,48
1976,1750,65
1969,1348,81
1958,1249,136
1958,2141,40
1958,2449,11
1959,2103,35
1959,2591,99
1959,2592,18
1959,2146,100
1959,2593,32
1946,256,143
1946,2168,74
1946,2283,118
1946,326,141
1946,1299,70
1946,2257,33
1982,2635,68
1982,1465,87
1982,1819,37
1941,2547,20
1941,2546,59
1941,2548,54
1973,2652,45
1973,2647,124
1973,2649,27
1973,2650,77
1973,2648,62
1956,641,8
1956,2610,98
1956,338,71
1957,942,28
1957,2582,140
1957,1589,112
1957,1978,41
1957,2362,101
1957,2583,139
1871,2471,105
1871,2472,74
1871,1489,92
1871,2458,47
1871,484,27
1989,2659,100
1989,1982,13
1989,2804,44
1989,2658,79
1989,2311,91
1989,1985,51
1989,2660,52
1948,1715,127
1948,205,53
1949,2097,6
1949,870,72
1947,2205,64
1947,974,5
1939,2532,27
1939,2531,2
1939,2533,116
1943,2561,80
1943,2559,81
1943,2560,105
1943,1470,107
1943,2213,138
1943,1471,48
1962,1184,46
1938,2534,8
1938,1892,104
1938,2535,89
1938,2536,82
1938,2085,54
1945,2581,50
1945,2579,72
1945,2580,60
1996,2657,98
1996,2656,45
1996,1395,107
1996,2655,47
1950,2614,11
1950,999,116
1950,1566,78
1950,607,16
1950,2005,13
1950,2618,123
1950,2617,92
1950,981,105
1950,1565,65
1950,896,90
1950,2619,110
1950,2616,146
1990,2611,34
1990,2612,95
1990,2613,101
1942,2567,157
1942,2569,52
1942,2570,58
1942,2568,11
1942,2571,92
1923,2541,47
1923,404,71
1923,2542,115
1923,287,68
1923,1385,18
1940,2562,108
1940,2563,73
1940,2565,87
1997,2632,103
1997,2634,53
1997,2633,55
1936,2185,32
1936,898,67
1936,2577,17
1936,2576,92
1936,2021,90
1936,1709,38
1935,209,52
1935,236,93
1934,2271,41
1934,2273,44
1933,1644,34
1933,1645,58
1930,818,108
1930,2526,29
1930,280,55
1930,880,84
1930,259,6
1931,2549,16
1931,2550,94
1931,1209,43
1921,2509,127
1921,2510,100
1921,2508,71
1929,2522,103
1929,1456,64
1929,638,112
1929,389,26
1929,1981,53
1961,1302,142
1928,2553,45
1928,2552,69
1928,2551,101
1922,2507,116
1922,1679,94
1922,875,81
1922,2506,2
1922,543,141
1926,2518,58
1926,1291,138
1926,1235,8
1926,1746,48
1926,431,56
1912,2504,67
1912,838,33
1912,2505,113
1920,2545,72
1920,2515,117
1920,2514,28
1920,528,136
1920,858,79
1925,2512,46
1925,2398,62
1925,2513,32
1919,2265,75
1919,2500,18
1919,2204,66
1927,2528,75
1927,2558,73
1927,2527,140
1927,2530,139
1918,346,53
1918,2334,98
1916,761,20
1916,296,138
1970,1671,142
1970,1000,50
1914,783,77
1914,2156,124
1914,1651,6
1914,401,34
1914,2266,93
1914,2587,38
1847,2417,82
1847,849,58
1847,1256,108
1847,1275,74
1847,1265,64
1847,2247,52
1909,2519,72
1909,863,105
1909,2520,86
1952,1237,117
1913,1757,48
1913,2304,101
1913,1760,17
1913,2111,123
1913,507,27
1913,330,115
1911,2502,9
1911,2003,78
1911,2503,6
1910,2538,146
1910,2540,107
1910,2537,106
1910,2101,8
1910,2539,65
1883,2467,68
1883,556,13
1883,355,92
1908,2498,29
1908,2497,93
1908,310,80
1908,1942,70
1908,848,44
1908,1366,118
1652,2259,140
1652,2261,75
1652,2260,87
1907,941,95
1907,73,69
1907,2176,16
1907,2020,60
1907,1124,5
1907,2499,99
1882,343,11
1882,1381,110
1882,1990,90
1881,2476,124
1881,2473,37
1881,2474,41
1881,192,86
1881,2475,80
1878,2044,113
1878,2155,5
1879,2208,8
1879,2211,89
1880,2223,142
1880,2221,100
1876,2488,117
1876,2489,28
1876,2490,35
1875,2468,91
1875,853,107
1875,571,56
1875,2460,64
1875,1080,125
1875,2469,34
1902,1226,87
1874,932,29
1874,817,46
1874,2491,77
1874,489,27
1874,477,52
1874,215,60
1873,2480,79
1873,234,25
1873,232,11
1828,654,48
1828,1662,38
1828,2428,65
1872,2284,33
1872,1881,70
1872,1042,78
1872,318,74
1872,2501,99
1872,1513,118
1706,2343,67
1706,2341,34
1706,2351,112
1706,2344,66
1706,2196,73
1870,2463,76
1870,2465,143
1870,2464,123
1869,400,93
1869,1328,95
1869,2215,59
1869,2462,45
1869,2461,65
1869,1175,54
1866,2456,17
1866,2156,62
1866,2457,101
1899,2492,125
1899,2493,1
1899,2494,26
1899,2495,79
1868,1283,103
1868,2477,80
1868,337,127
1868,2479,97
1868,2478,61
1868,1903,41
1837,1071,110
1837,1386,139
1836,1734,81
1836,777,87
1835,2263,84
1835,1995,55
1858,1637,74
1858,170,56
1858,1783,98
1857,1614,68
1857,356,27
1857,811,113
1857,806,100
1857,1046,73
1848,2423,123
1848,2421,32
1848,2422,60
1906,1244,53
1906,2445,51
1906,2282,11
1906,1896,3
1906,2143,136
1960,1224,2
1855,2436,35
1855,2437,98
1855,688,41
1855,367,90
1855,1850,117
1856,2275,62
1856,742,33
1856,2273,94
1846,260,13
1846,2203,127
1846,2482,118
1854,2446,18
1854,2441,47
1854,2442,99
1854,268,16
1854,593,29
1854,364,66
1839,759,37
1839,2444,106
1839,634,81
1853,2447,77
1853,2450,26
1853,406,42
1853,2451,17
1853,2449,25
1853,2452,110
1852,2466,2
1852,2438,140
1852,2439,95
1838,2455,143
1838,861,92
1838,709,50
1838,1236,69
1838,2453,115
1838,1415,112
1851,1654,116
1851,1655,33
1850,2189,140
1850,2195,54
1849,2201,106
1849,158,78
1833,1766,6
1833,2420,70
1833,2068,97
1833,2419,44
1833,2151,94
1688,2314,59
1688,2312,16
1688,2313,112
1862,1707,28
1862,602,67
1862,2431,45
1865,1207,143
1832,2483,38
1832,2486,141
1832,2596,62
1832,2597,46
1832,2484,90
1832,2598,32
1819,206,50
1819,1919,99
1819,2400,115
1819,1611,29
1811,1516,55
1811,2433,111
1811,1087,138
1811,973,20
1811,1685,75
1827,293,34
1827,2430,125
1827,2228,107
1831,421,104
1831,1994,142
1831,2315,105
1831,2429,112
1831,371,43
1831,1618,124
1748,2185,46
1748,292,32
1748,286,40
1748,2244,89
1748,900,62
1748,2426,48
1707,2331,61
1707,2332,80
1707,2015,116
1826,1168,100
1826,2424,38
1826,481,17
1826,2235,54
1826,2434,18
1826,2347,5
1826,1229,27
1826,1829,92
1826,2135,2
1826,297,50
1826,2335,64
1826,2435,52
1681,2339,77
1681,2338,140
1681,2340,65
1803,1227,53
1803,1686,79
1804,1330,95
1804,2229,71
1805,1683,125
1805,2131,108
1821,1215,94
1821,726,47
1821,728,90
1821,1234,127
1821,1680,41
1801,2405,72
1801,2406,1
1801,523,79
1820,699,37
1820,1782,48
1820,149,98
1820,396,2
1820,329,33
1820,289,63
1696,2326,118
1696,928,81
1696,2007,66
1861,74,141
1747,1724,123
1747,2330,101
1747,109,73
1830,1537,35
1830,430,69
1830,2432,113
1830,2138,93
1830,576,9
1830,2425,72
1817,1181,41
1817,2416,97
1817,2415,58
1817,1166,82
1818,1461,37
1818,836,104
1818,1720,86
1818,863,87
1818,2418,124
1818,763,103
1814,1805,142
1814,394,46
1814,764,143
1814,2386,76
1808,845,136
1808,807,28
1808,2403,77
1808,2401,26
1808,1917,1
1808,2402,11
1806,2413,113
1806,2412,98
1806,2411,42
1806,2427,63
1806,2414,52
1807,1862,91
1807,2404,56
1807,1137,107
1825,996,100
1825,1187,68
1824,1978,45
1824,1987,123
1823,1141,8
1823,549,69
1822,1065,34
1822,2115,51
1822,2221,17
1724,770,34
1724,2364,138
1724,2365,105
1724,1413,87
1724,1607,141
1860,469,68
1799,1518,95
1799,797,59
1799,2088,27
1799,2055,13
1799,257,113
1799,1791,18
1629,1119,78
1629,1111,64
1629,1897,108
1750,2407,70
1750,2408,44
1750,2409,141
1750,2410,80
1721,881,107
1721,882,51
1721,2372,84
1749,2399,106
1749,2398,8
1749,2397,112
1792,2108,74
1792,2208,62
1792,867,89
1792,869,65
1792,1898,56
1809,1787,63
1809,2389,79
1809,883,90
1809,524,117
1809,2388,136
1809,2390,38
1698,2327,143
1698,2328,32
1698,497,101
1746,2393,28
1746,2394,82
1746,1199,6
1746,1203,108
1746,1201,78
1736,729,94
1736,1681,33
1736,2103,116
1736,431,99
1727,99,20
1727,1625,82
1728,1509,93
1728,1129,59
1726,2009,28
1726,2148,90
1739,848,44
1739,1678,70
1739,267,97
1800,653,92
1800,1163,62
1800,628,74
1800,1177,33
1800,920,81
1777,775,65
1718,935,111
1718,2367,37
1718,2067,6
1718,2087,55
1697,1107,93
1697,1235,58
1697,1666,92
1697,1667,116
1697,1421,75
1697,2396,68
1798,1914,9
1798,1913,61
1798,2395,87
1668,1891,8
1668,2301,64
1668,2302,95
1668,1206,67
1668,2054,52
1725,2369,41
1725,986,29
1725,366,75
1740,740,17
1740,1821,42
1740,2195,54
1740,612,60
1740,1185,3
1740,613,110
1797,2382,77
1797,1313,139
1797,2381,66
1797,1269,45
1796,1474,43
1796,1498,127
1796,2391,94
1796,1218,97
1796,1697,140
1730,2380,35
1730,2084,58
1730,1469,105
1731,363,71
1731,2384,16
1731,1124,18
1731,1131,73
1731,2385,5
1731,1634,115
1743,1101,118
1743,508,80
1744,2154,72
1744,864,86
1745,2109,17
1745,1338,67
1667,517,117
1667,2300,3
1667,2299,38
1738,1854,47
1738,2268,106
1738,1372,50
1738,2305,92
1738,1355,27
1776,1348,56
1722,2118,80
1722,2370,113
1722,160,18
1722,402,16
1722,1441,73
1661,2303,103
1661,974,115
1661,2138,100
1729,1827,41
1729,2202,29
1729,1978,46
1729,2335,123
1729,2363,76
1729,2361,101
1729,2362,27
1729,2234,47
1741,285,70
1741,630,2
1741,2086,74
1720,1384,139
1720,1646,26
1720,2366,25
1720,611,60
1719,2171,9
1719,237,75
1719,2131,66
1719,1983,127
1719,1636,13
1791,2374,45
1791,482,98
1791,2076,78
1791,490,52
1793,2377,112
1793,783,44
1793,1719,140
1793,2375,3
1793,2227,38
1732,2356,139
1732,520,84
1732,1267,125
1732,2368,1
1732,518,56
1732,885,53
1732,2357,54
1694,2310,8
1694,2309,40
1694,2308,91
1705,687,58
1705,1850,82
1704,574,43
1704,2141,117
1702,485,89
1702,482,48
1708,2348,92
1708,2349,16
1708,2350,5
1693,1973,62
1693,2316,32
1693,1549,123
1693,1502,17
1693,1505,48
1693,1790,52
1717,1974,104
1717,1679,44
1717,2371,116
1717,1677,33
1717,847,93
1687,2324,84
1687,2323,136
1687,2325,124
1775,1184,78
1709,2355,2
1709,2346,81
1709,1309,113
1709,2373,74
1709,2245,95
1709,2347,87
1691,2329,18
1691,2330,80
1691,1495,27
1703,2334,64
1703,2333,1
1703,2336,108
1689,2321,78
1689,2322,9
1689,1398,34
1689,1080,62
1689,2009,45
1710,2353,47
1710,2352,68
1710,967,141
1710,2039,97
1692,1638,117
1692,1618,77
1692,1812,37
1692,2315,41
1692,1943,105
1692,2233,38
1733,1401,69
1733,2196,5
1733,2360,18
1733,2359,100
1733,2085,73
1669,2296,94
1669,2298,50
1669,2297,99
1712,615,13
1712,459,71
1713,1794,45
1713,1800,60
1714,1161,78
1714,339,98
1648,1401,139
1648,2142,26
1648,390,25
1648,1990,3
1648,1617,79
1648,1918,110
1774,1302,70
1660,2096,28
1660,2281,35
1660,2280,46
1660,2279,72
1660,2282,136
1690,2318,86
1690,1053,127
1690,2319,33
1690,556,29
1690,2068,90
1690,913,115
1686,2335,113
1686,2201,73
1686,1036,18
1686,1978,27
1659,2284,44
1659,2283,106
1659,1548,50
1659,1668,92
1659,2168,107
1659,2277,17
1653,647,53
1653,522,51
1653,2274,108
1653,1814,11
1653,1815,79
1680,2294,138
1680,2295,112
1680,2200,2
1666,951,2
1666,2304,140
1666,2306,65
1666,2305,66
1666,511,113
1666,1669,90
1657,2263,53
1657,2262,6
1657,1417,88
1683,2105,71
1683,2106,100
1684,1889,106
1684,606,75
1685,1514,76
1685,599,101
1673,855,82
1673,2311,98
1673,1086,6
1673,840,84
1673,1755,45
1673,1367,28
1665,1828,67
1665,2060,52
1665,2337,124
1665,1573,46
1665,1829,101
1678,1237,11
1656,133,107
1656,2270,99
1656,579,112
1656,102,8
1656,2278,17
1656,2269,28
1654,2267,73
1654,2266,5
1654,777,27
1655,2276,63
1655,1491,70
1655,2272,116
1655,743,81
1655,2271,37
1655,2273,75
1664,2287,60
1664,2288,42
1664,1159,32
1664,1173,139
1634,2241,69
1634,2240,97
1634,2239,81
1663,1104,101
1663,2292,34
1663,2293,51
1663,2291,123
1663,2290,46
1598,860,125
1598,2228,55
1598,1397,48
1649,2005,91
1649,2006,89
1650,1956,59
1650,1294,66
1651,2075,67
1651,2085,60
1636,1661,54
1636,1664,58
1636,2246,32
1636,2247,79
1636,1662,11
1647,133,41
1647,2265,141
1647,150,93
1647,2264,74
1647,1632,97
1647,1031,18
1647,211,95
1647,1722,87
1674,1226,125
1646,578,94
1646,2253,62
1646,848,48
1646,2251,107
1646,1841,56
1646,2252,52
1645,2242,35
1645,2243,103
1645,416,136
1624,466,66
1624,630,70
1624,290,44
1624,862,41
1624,1913,93
1624,291,124
1658,1371,16
1658,2268,118
1658,1355,141
1633,2245,68
1633,2244,77
1633,1589,47
1633,2178,13
1633,1160,54
1575,2170,75
1575,2168,92
1575,2167,80
1575,1921,140
1575,2169,38
1632,1420,29
1632,838,33
1632,356,113
1626,1920,94
1626,1922,50
1625,1867,20
1625,1868,8
1627,664,110
1627,836,43
1635,1537,86
1635,1388,9
1635,2237,33
1635,2238,44
1635,1966,78
1635,1674,105
1623,1982,99
1623,2232,100
1623,1637,117
1623,2164,104
1623,1087,6
1672,1224,139
1622,941,95
1622,2235,5
1622,2234,47
1622,2236,13
1622,917,27
1622,2019,60
1631,1620,138
1631,1299,2
1631,541,106
1631,693,87
1631,267,141
1605,602,80
1605,671,68
1605,978,127
1600,2229,76
1600,1260,46
1600,1251,52
1599,941,92
1599,2225,27
1599,2105,18
1599,2224,77
1599,2226,38
1599,2227,139
1620,2230,43
1620,528,11
1620,2231,90
1543,2159,34
1543,2160,73
1543,2161,116
1543,2162,125
1543,2163,71
1597,1965,61
1597,1967,80
1604,1768,5
1604,1769,18
1603,1881,106
1603,1880,118
1596,2217,17
1596,2218,62
1596,669,56
1596,2219,101
1596,1677,107
1596,1749,28
1671,1207,116
1595,2118,35
1595,1902,68
1595,2199,37
1595,205,84
1595,986,64
1595,1231,136
1594,1473,61
1594,1765,58
1594,2214,105
1594,1469,98
1594,2212,78
1594,2213,74
1592,1622,29
1592,1543,118
1592,1328,16
1592,2215,73
1592,797,123
1592,1542,45
1403,884,62
1403,523,42
1403,1996,65
1591,431,115
1591,2203,47
1591,2205,140
1590,2108,74
1590,2208,56
1590,2209,52
1590,879,84
1590,2211,107
1590,2210,46
1570,342,63
1570,2174,72
1570,2173,9
1589,2255,62
1589,2257,45
1589,814,67
1589,2256,101
1589,2258,65
1589,1547,17
1572,1979,28
1572,1980,90
1573,1944,46
1573,1098,6
1546,473,113
1546,1576,2
1588,942,112
1588,2202,123
1588,1978,45
1588,1126,76
1588,1956,60
1587,2191,136
1587,424,103
1587,1846,37
1587,2192,124
1587,2193,98
1587,2194,51
1644,74,108
1586,2096,89
1586,2200,32
1586,158,48
1586,2201,101
1586,1558,67
1586,1130,17
1564,2148,64
1564,2150,28
1564,2149,104
1585,2014,141
1585,1499,50
1585,668,87
1585,2207,97
1585,964,92
1569,2182,8
1569,1384,58
1569,1249,108
1569,2181,138
1569,406,98
1569,613,91
1569,1896,45
1584,849,105
1584,1679,44
1584,1678,81
1628,2220,38
1628,2223,90
1628,2221,79
1628,2131,1
1628,2222,72
1574,1818,13
1574,2175,75
1574,2176,16
1565,667,127
1565,1699,86
1545,1828,107
1545,1829,52
1547,448,70
1547,447,99
1560,332,94
1560,1513,33
1560,2025,50
1560,2140,93
1560,1041,81
1560,1515,80
1582,1184,140
1559,2144,64
1559,2147,20
1559,428,55
1559,423,125
1559,2146,105
1559,1235,123
1558,2048,86
1558,2183,41
1558,2152,124
1558,2151,116
1558,2177,27
1558,915,17
1556,2141,79
1556,2142,3
1556,2143,11
1557,1349,47
1557,2044,13
1557,2155,95
1557,1129,16
1557,1206,59
1557,209,112
1568,2171,77
1568,2166,139
1568,2165,136
1568,1985,110
1568,401,38
1555,2158,5
1555,261,93
1555,2156,73
1581,2198,95
1581,2197,27
1581,1153,67
1581,1310,59
1581,2196,101
1567,2180,66
1567,2179,113
1567,2178,92
1541,548,69
1541,294,34
1478,1266,44
1478,1862,75
1540,1342,118
1540,1341,18
1539,1140,82
1539,1208,56
1539,207,11
1538,2185,60
1538,1742,3
1538,2186,26
1538,2187,42
1538,2189,17
1538,2195,139
1613,775,90
1537,1656,87
1537,2153,80
1537,673,116
1537,2154,78
1537,709,35
1537,864,97
1535,2135,74
1535,1229,45
1535,1386,17
1536,421,77
1536,688,124
1536,1379,106
1536,1618,29
1536,1378,37
1536,366,72
1534,2126,111
1534,2125,98
1534,1860,34
1533,1537,101
1533,601,89
1533,547,40
1533,432,8
1533,606,46
1533,2138,48
1533,2139,76
1533,1000,54
1447,1675,67
1447,2010,62
1447,2012,90
1447,607,52
1519,1407,32
1519,2089,66
1519,1402,123
1542,260,50
1542,316,97
1527,1179,27
1527,1127,61
1526,875,94
1526,1255,81
1531,2130,90
1531,2123,43
1531,2124,115
1531,2122,28
1566,1604,100
1566,1017,127
1566,1362,13
1566,1360,71
1616,469,75
1450,373,79
1450,1350,1
1450,1546,42
1450,1978,51
1450,1987,25
1450,261,32
1525,918,104
1525,2105,91
1525,887,111
1525,1742,64
1525,778,92
1525,2106,33
1523,530,66
1523,319,113
1523,1416,41
1523,2157,18
1523,1143,118
1523,1421,2
1530,1671,86
1530,654,77
1530,2113,117
1522,1410,103
1522,2132,105
1522,1984,6
1522,2133,138
1522,1161,82
1522,339,136
1529,2112,42
1529,1132,67
1529,2131,62
1513,2033,68
1513,2037,81
1513,2036,92
1513,2038,63
1513,2042,125
1513,2043,84
1513,2039,76
1532,1652,38
1532,2116,87
1532,2115,41
1511,1658,106
1511,1657,87
1470,1651,68
1470,1783,107
1512,571,28
1512,279,17
1451,1261,47
1451,1389,16
1451,2075,5
1451,2085,73
1451,1186,18
1451,391,54
1508,2108,55
1508,2109,98
1508,2110,111
1508,1338,58
1508,1140,138
1508,869,56
1562,1302,124
1524,2091,99
1524,2093,112
1524,1531,101
1524,1788,59
1524,2094,27
1507,2118,2
1507,2120,70
1507,1792,44
1507,185,93
1507,1038,75
1507,2119,127
1507,1040,80
1507,1919,9
1518,1811,136
1518,2067,38
1518,2087,48
1517,2066,11
1517,69,3
1517,153,79
1506,2096,76
1506,2076,46
1506,1092,66
1506,482,52
1506,490,67
1514,2055,59
1514,2054,118
1514,1893,95
1505,1107,58
1505,728,110
1505,2103,117
1505,2101,54
1505,2102,20
1505,2104,47
1503,1043,93
1503,1366,70
1502,604,13
1502,276,113
1510,1785,60
1510,1734,101
1500,1473,99
1500,2084,116
1500,1992,124
1500,642,125
1500,1085,107
1500,1418,108
1499,2099,104
1499,2100,34
1499,418,45
1499,1205,40
1499,1867,8
1499,1510,56
1550,1237,62
1498,362,105
1498,758,136
1498,1210,63
1498,2063,6
1498,2061,117
1498,2062,86
1497,933,89
1497,301,123
1497,297,48
1497,1863,46
1497,2060,64
1497,1707,45
1466,781,17
1466,1517,101
1489,621,79
1489,2019,26
1489,2020,3
1489,2022,53
1489,2021,61
1489,888,35
1468,493,62
1468,1120,42
1468,484,60
1487,2050,97
1487,585,2
1487,309,80
1487,2052,77
1487,425,86
1487,2053,11
1488,892,84
1488,1323,55
1488,1923,56
1504,1898,100
1504,1900,90
1379,264,37
1379,724,82
1486,838,115
1486,387,41
1477,2057,75
1477,542,27
1477,1888,69
1477,2058,35
1477,2059,98
1477,1091,112
1479,2048,80
1479,2046,116
1479,388,81
1479,60,68
1479,2047,74
1479,944,50
1428,1348,127
1476,1827,29
1476,1600,71
1476,2007,100
1476,917,5
1476,1712,41
1476,2008,44
1491,653,111
1491,1514,8
1491,599,108
1491,1669,62
1491,669,82
1491,1573,98
1461,1850,86
1461,1993,72
1461,1994,78
1515,2078,90
1515,2077,100
1515,2079,127
1515,2080,28
1515,2082,77
1515,2083,38
1454,1340,76
1454,1713,101
1454,1992,52
1465,1275,46
1465,2003,125
1465,774,103
1475,1822,45
1475,1439,20
1475,1124,69
1475,2017,92
1475,1442,5
1475,1187,59
1475,566,73
1475,2016,47
1475,1175,66
1475,73,27
1475,2018,17
1475,1145,32
1475,996,54
1473,1871,79
1473,1872,104
1415,1665,87
1415,1662,78
1474,1677,59
1474,1816,73
1492,767,18
1492,2044,97
1492,1152,44
1492,1805,94
1492,447,115
1376,421,112
1376,1943,41
1376,366,29
1376,1321,127
1376,934,100
1376,162,136
1495,1224,80
1448,2024,62
1448,2111,2
1448,2041,59
1448,2025,118
1448,2026,50
1448,510,65
1471,398,89
1471,2013,51
1471,2086,91
1419,857,33
1419,829,92
1419,352,73
1419,350,66
1419,1033,94
1419,830,13
1467,2002,11
1467,1625,1
1467,1621,112
1446,855,44
1446,1982,18
1446,1983,127
1446,1984,37
1446,1985,113
1446,1986,68
1462,2014,47
1462,1697,95
1462,1698,124
1462,650,87
1462,1218,90
1462,665,43
1462,1477,33
1219,1549,106
1219,1129,77
1219,1131,100
1445,1818,72
1445,1649,117
1485,1841,75
1485,1840,35
1453,1706,61
1453,298,78
1483,1486,8
1483,1377,93
1483,2032,33
1483,2030,32
1483,2031,25
1483,1829,60
1399,626,20
1399,1266,28
1399,1793,111
1399,1081,58
1399,1807,104
1399,1964,82
1516,1226,123
1449,1024,116
1449,314,55
1449,1781,113
1449,2004,79
1449,2005,38
1449,2006,80
1482,2097,124
1482,2009,106
1482,236,70
1356,1246,93
1356,1547,91
1356,1413,37
1356,1841,98
1356,401,97
1359,845,16
1359,816,5
1359,1055,61
1359,807,56
1359,1917,45
1359,1918,67
1394,1265,108
1394,1662,58
1394,1137,8
1392,1973,115
1392,1956,106
1392,443,63
1392,1957,66
1392,1294,113
1392,1958,17
1298,1715,53
1298,1561,79
1298,1995,60
1425,139,52
1425,869,101
1424,1758,47
1424,1760,69
1423,1724,20
1423,1723,54
1420,618,50
1420,702,81
1420,1654,118
1420,1880,99
1420,1513,95
1420,1041,93
1494,1207,48
1469,1349,64
1469,1165,27
1469,1999,5
1469,1133,69
1469,1998,47
1469,1011,60
1443,563,105
1443,883,109
1443,524,40
1443,1810,3
1443,1813,117
1443,1812,38
1246,1071,90
1246,1330,52
1246,1709,67
1484,1879,34
1484,1262,58
1484,1609,111
1484,1616,55
1484,1878,116
1395,1974,9
1395,1001,6
1395,607,72
1395,1965,35
1395,1966,107
1395,1967,8
1310,296,43
1310,1707,99
1310,481,2
1464,485,82
1464,294,84
1464,1991,45
1418,1961,113
1418,1960,64
1418,1976,32
1418,1989,65
1418,1988,101
1416,1336,17
1416,1337,67
1378,1771,75
1378,1773,63
1380,839,53
1380,986,136
1393,1230,46
1393,1070,48
1393,1955,112
1393,927,62
1393,978,42
1393,1829,52
1493,74,118
1413,1971,103
1413,1972,98
1413,1970,136
1413,1795,86
1413,1122,108
1413,1969,64
1344,1886,46
1344,1887,76
1344,542,34
1344,606,32
1344,1889,48
1344,1888,101
1355,205,91
1355,1227,104
1355,1686,20
1411,1640,81
1411,1093,92
1411,1141,47
1411,1094,94
1411,1672,66
1411,1140,45
1220,1734,27
1220,1719,17
1220,1153,56
1382,1244,115
1382,1979,13
1382,613,117
1382,1403,90
1382,1981,38
1382,611,127
1382,1980,71
1382,1186,28
1458,2001,87
1458,1683,41
1458,1708,6
1381,1953,50
1381,1946,68
1381,1947,40
1381,824,110
1381,1948,84
1381,1949,16
1444,1516,38
1444,1985,52
1417,1358,11
1417,1359,43
1459,1932,109
1459,1931,42
1377,1527,13
1377,1944,27
1377,1098,93
1377,1096,118
1377,584,68
1377,1040,87
1401,1482,62
1401,1036,46
1401,1153,16
1401,1796,18
1401,1313,60
1401,1160,79
1457,775,1
1412,1024,105
1412,1048,70
1412,317,116
1412,1316,74
1412,311,80
1412,1608,97
1297,699,69
1297,1942,81
1297,588,44
1297,313,94
1297,995,41
1297,851,50
1297,1256,55
1297,1781,64
1360,1937,91
1360,1938,34
1360,1939,8
1360,1940,107
1360,1941,78
1277,234,37
1277,1065,38
1277,574,32
1279,687,77
1279,1378,86
1279,1056,9
1410,1990,17
1410,1185,40
1410,1896,51
1300,1851,95
1300,1509,101
1300,1044,45
1299,761,107
1299,427,66
1299,482,34
1311,346,61
1311,1111,1
1311,1166,35
1354,99,56
1354,879,82
1354,870,79
1353,1130,84
1353,1904,34
1353,1905,65
1291,1839,33
1291,1835,112
1291,1834,97
1291,1836,116
1291,1837,66
1291,1159,100
1375,524,84
1375,835,79
1374,1642,67
1374,1644,74
1373,493,51
1373,1120,56
1343,1315,76
1343,1543,127
1343,1509,29
1343,780,18
1343,1310,38
1343,1742,32
1398,626,6
1398,535,136
1398,1708,117
1398,1227,11
1398,1320,54
1398,1095,72
1358,1089,91
1358,548,51
1358,336,104
1358,294,111
1358,1778,84
1358,1923,20
1357,1188,92
1357,1916,59
1357,901,106
1357,1761,47
1357,1155,101
1357,1777,60
1346,1261,71
1346,1898,100
1346,1723,90
1346,1614,28
1346,1899,76
1346,1900,65
1480,469,59
1364,1920,70
1364,1922,94
1364,379,50
1364,1919,27
1364,1921,68
1351,1176,28
1351,602,38
1349,1205,55
1349,1208,105
1350,1761,118
1350,1763,41
1345,332,59
1345,1881,73
1345,450,47
1345,634,33
1345,1366,67
1345,1880,101
1347,941,82
1347,1121,64
1347,590,17
1347,1600,58
1347,1489,89
1347,1589,107
1321,1620,44
1321,310,112
1321,1290,97
1321,587,98
1321,1861,80
1397,529,32
1397,448,87
1397,507,92
1397,330,116
1397,1548,2
1397,447,50
1365,1473,80
1365,1927,74
1365,1926,44
1365,1925,65
1342,1518,78
1342,1883,73
1342,1895,95
1342,1884,81
1342,1440,59
1427,1184,8
1341,1711,13
1341,1712,117
1329,1623,43
1329,663,28
1339,1462,72
1339,468,6
1324,1661,41
1324,1418,127
1324,1266,99
1324,1565,86
1324,654,87
1324,1862,44
1338,1424,77
1338,1897,109
1338,234,25
1338,1896,79
1338,882,11
1338,1185,54
1396,1656,94
1396,1657,48
1396,664,90
1396,1118,75
1396,569,98
1396,673,105
1330,653,118
1330,1870,106
1330,508,70
1330,1514,74
1330,600,60
1330,1706,65
1330,1816,62
1330,1575,67
1330,1863,66
1330,555,77
1330,1174,81
1330,1691,27
1331,1879,59
1331,1610,47
1331,1869,16
1331,1877,18
1331,1878,93
1426,1302,107
1332,1702,64
1332,1892,45
1332,1893,1
1332,1335,17
1332,1331,42
1332,1894,52
1328,409,113
1328,676,68
1327,1678,6
1327,1679,20
1340,1714,69
1340,1713,115
1337,1254,63
1337,1578,97
1337,1583,116
1337,1585,70
1337,1414,103
1302,1767,104
1302,377,117
1302,1380,86
1302,367,79
1302,371,109
1302,1850,11
1302,687,28
1302,415,35
1288,1264,69
1288,1270,93
1288,1271,5
1288,1206,18
1288,1833,16
