SN ID,SN ID (from Songs),SN ID (from Locations)
595,302,52
595,508,80
595,507,76
595,372,62
595,266,65
594,906,41
594,482,56
594,879,72
594,892,20
594,479,11
593,652,62
593,853,39
593,859,64
593,860,73
593,865,16
586,472,44
586,265,6
591,381,8
591,277,29
592,643,50
592,745,55
590,620,48
590,603,52
590,604,76
590,324,46
590,420,70
590,316,72
590,431,47
590,260,45
589,647,54
589,524,42
589,890,20
589,891,34
589,884,3
589,858,11
588,894,74
588,871,35
588,873,43
588,874,64
588,721,18
585,731,29
585,365,65
585,497,37
585,828,62
585,352,39
585,799,45
585,233,77
584,699,58
584,254,80
584,573,68
584,276,8
584,875,55
584,396,78
582,876,52
582,870,60
582,867,5
582,868,67
582,171,47
582,869,54
579,268,76
579,354,13
580,695,35
580,693,66
581,568,48
581,758,43
583,857,18
583,780,16
583,798,73
583,109,62
583,590,56
583,273,27
578,563,11
578,858,41
578,176,3
578,610,26
578,401,79
577,762,32
577,172,34
577,579,75
577,378,46
577,643,64
577,379,62
560,578,55
560,850,6
560,588,53
560,847,65
560,851,35
560,310,44
573,855,54
573,839,1
573,289,28
573,842,58
573,840,18
573,843,8
532,1606,66
532,1358,71
532,1359,41
532,824,80
558,737,70
558,743,72
568,490,74
568,493,60
572,601,67
572,607,56
571,363,62
571,838,52
571,239,47
571,387,17
571,353,73
571,168,16
566,1244,58
566,389,37
566,391,3
566,636,53
566,390,8
566,635,13
566,343,40
566,341,45
570,788,20
570,834,65
570,836,64
570,837,6
570,752,75
564,373,56
564,474,63
564,777,2
564,269,27
564,271,32
564,139,5
536,845,11
536,817,60
536,280,1
536,816,42
536,818,54
559,776,44
559,150,66
559,828,73
559,841,41
559,73,76
559,830,47
556,544,45
556,159,20
563,650,50
563,665,13
567,540,64
567,299,58
557,440,77
557,580,62
557,441,35
557,355,48
557,399,74
562,660,45
562,729,70
562,432,59
562,547,16
562,609,34
562,576,69
555,767,2
555,814,65
555,669,17
555,628,52
555,599,28
531,740,27
531,598,62
531,388,20
531,376,67
531,404,33
531,778,56
528,1244,73
528,808,11
528,153,1
528,232,42
528,574,13
546,409,60
546,811,69
546,750,70
546,810,47
546,812,61
549,423,55
549,204,34
550,654,8
550,323,58
551,254,38
551,542,62
461,622,72
461,744,6
461,160,41
461,745,46
461,395,53
461,401,32
552,770,74
552,537,37
552,568,25
552,610,42
552,766,54
535,623,71
535,570,48
535,798,64
535,799,73
535,797,17
527,442,35
527,342,29
527,163,65
516,740,45
516,636,20
516,406,72
516,635,60
516,638,14
537,800,31
537,796,41
537,795,67
537,794,32
537,277,62
518,336,41
518,346,54
521,600,13
521,599,2
522,285,18
522,290,58
520,421,55
520,367,52
520,416,63
520,414,74
520,687,3
520,366,17
526,363,6
526,356,69
526,419,44
526,456,32
526,369,65
526,470,47
526,531,5
523,788,11
523,792,31
523,789,38
523,790,71
523,784,34
510,466,55
510,633,41
510,793,73
510,319,64
510,710,35
503,400,39
503,778,48
503,544,29
503,257,1
503,590,45
503,637,59
509,731,47
509,782,64
509,781,37
509,780,73
509,596,16
509,783,70
507,418,5
507,477,52
508,297,67
508,473,18
511,316,20
511,630,24
506,622,28
506,779,53
506,395,6
506,60,44
506,402,65
506,579,2
500,776,45
500,764,66
500,773,29
500,765,16
500,768,13
517,133,67
517,777,2
517,62,56
517,207,17
517,158,47
505,767,65
505,761,42
505,602,52
505,445,50
505,301,35
505,600,28
505,191,62
505,296,32
499,770,70
499,568,48
499,763,74
499,758,54
502,699,33
502,587,74
502,639,24
502,632,58
502,634,41
502,693,46
496,401,60
496,339,55
497,211,48
497,352,5
501,583,66
501,268,47
486,660,64
486,774,68
486,425,54
486,315,11
486,654,77
482,762,53
482,643,32
482,744,56
482,160,55
482,745,52
482,748,2
492,757,8
492,737,66
492,742,65
492,743,34
492,738,35
490,620,61
490,472,28
490,276,41
490,607,50
490,324,44
485,373,46
485,209,42
485,544,32
485,387,60
485,269,61
481,500,18
481,724,1
481,727,6
481,723,38
481,431,62
478,517,17
478,522,54
487,536,52
487,372,48
488,249,59
488,375,31
479,1246,37
479,447,9
479,473,38
479,64,39
479,273,16
479,353,45
493,740,67
493,456,43
493,470,56
493,459,41
480,731,13
480,720,60
480,407,49
480,442,31
480,236,17
475,713,33
475,712,6
475,714,44
466,466,64
466,710,2
466,630,63
466,348,55
466,396,35
466,289,58
383,652,65
383,295,62
383,299,54
383,293,50
467,391,5
467,390,3
474,335,52
474,379,54
476,340,32
476,277,48
458,619,53
458,641,6
458,329,48
458,337,37
458,556,16
464,699,58
464,149,62
464,414,40
464,377,41
477,400,59
477,596,5
477,410,31
477,394,14
477,491,60
384,711,18
384,687,42
384,367,31
384,415,37
384,371,2
457,698,62
457,695,6
457,693,33
457,694,47
457,401,54
450,650,28
450,667,50
450,665,45
450,668,38
453,312,34
453,313,50
454,319,46
454,537,44
455,207,11
455,259,40
410,619,55
410,402,41
410,388,58
410,436,29
410,396,17
426,437,35
426,404,69
426,590,62
426,531,59
445,660,60
445,604,31
445,603,52
445,420,50
445,260,45
445,601,32
449,620,55
449,630,37
449,484,39
449,610,26
449,414,50
449,416,2
452,649,32
452,445,35
452,510,8
452,508,28
452,542,27
452,254,48
424,666,33
424,657,56
424,654,58
424,659,20
424,658,1
424,323,53
408,439,48
408,584,44
408,579,28
408,379,45
408,441,58
411,439,46
411,418,16
411,489,56
411,278,17
411,263,25
411,479,40
411,215,8
411,477,13
425,621,59
425,544,49
425,566,2
425,287,55
425,269,8
390,653,17
390,600,47
390,599,28
390,473,50
390,296,36
390,298,32
427,237,53
427,162,5
427,207,46
427,523,42
389,438,56
389,442,54
389,497,45
389,350,47
389,352,49
428,354,17
428,351,24
429,448,32
429,330,27
438,416,37
438,371,29
366,649,33
366,507,14
366,508,50
366,447,44
366,450,52
366,347,18
423,626,6
423,401,38
423,610,1
423,339,34
423,205,55
423,366,13
430,623,47
430,335,43
430,268,49
430,365,48
430,163,5
385,618,52
385,536,49
385,372,46
385,538,45
397,647,11
397,517,55
397,522,1
397,153,3
397,343,42
397,341,54
388,623,5
388,388,53
388,598,16
388,380,45
388,375,39
388,167,35
388,249,52
388,407,17
386,622,2
386,395,37
386,378,48
386,329,18
386,535,20
339,439,55
339,364,49
339,64,16
339,410,27
339,257,29
379,620,34
379,430,47
379,601,41
379,606,50
379,607,8
396,621,54
396,233,52
396,292,26
396,389,42
396,390,13
307,373,17
307,394,24
307,353,40
307,387,43
307,369,31
307,419,41
373,619,53
373,440,45
373,441,6
373,579,69
372,374,41
372,418,5
372,489,36
372,477,1
372,479,11
375,325,14
375,330,50
375,317,48
375,420,35
375,285,33
375,185,29
392,362,9
392,319,31
392,149,38
392,396,13
356,357,49
356,472,50
356,260,24
356,254,2
356,265,6
356,324,46
381,578,45
381,588,32
381,554,47
381,309,28
381,311,44
353,563,11
353,170,37
353,338,29
353,528,34
353,232,26
353,391,1
374,362,48
374,493,8
374,491,49
374,484,5
370,439,41
370,313,6
370,323,74
370,264,16
370,316,2
364,374,45
364,398,50
364,474,42
364,346,25
349,437,46
349,425,6
349,423,63
349,528,11
349,176,37
349,371,43
349,366,44
352,235,2
352,556,47
352,399,18
352,408,42
352,329,8
352,335,28
371,578,32
371,532,27
371,542,50
371,260,49
371,543,35
362,563,41
362,519,26
362,521,37
362,528,3
362,522,11
362,517,55
348,132,48
348,407,45
348,387,13
348,109,40
354,325,32
354,447,44
354,330,50
354,266,62
354,296,42
354,298,76
358,363,16
358,249,45
358,375,5
358,410,49
358,376,39
358,287,47
344,530,18
344,377,37
344,290,27
344,192,6
344,316,41
344,176,46
357,439,47
357,398,45
357,436,41
357,378,48
357,399,49
357,408,32
347,373,32
347,301,50
347,297,14
347,473,44
347,510,24
347,511,45
351,363,1
351,389,40
351,341,11
351,391,26
351,343,39
335,132,44
335,337,37
335,329,18
335,379,8
335,396,50
330,374,48
330,268,47
330,262,31
330,261,14
330,352,43
330,271,49
336,133,47
336,191,49
336,102,5
336,301,27
336,269,16
336,347,45
336,364,48
338,439,45
338,149,50
338,339,24
338,289,41
338,338,13
327,332,6
327,326,35
327,317,2
327,311,8
327,322,32
327,310,28
334,400,27
334,100,1
334,259,40
334,62,44
334,60,36
334,278,13
341,500,37
341,423,3
341,425,46
341,424,17
340,362,34
340,396,35
340,291,18
340,490,49
329,400,32
329,335,31
329,379,45
329,378,28
323,373,14
323,101,16
323,159,8
323,160,43
323,65,13
323,240,35
323,206,37
323,237,5
323,170,1
317,325,35
317,473,27
317,472,2
317,474,40
317,354,69
315,1246,48
315,447,28
315,330,24
315,450,46
315,347,38
326,439,47
326,155,17
326,236,2
326,154,44
326,138,18
305,363,18
305,153,37
305,391,1
305,234,25
305,390,26
305,343,16
309,132,2
309,168,28
309,99,17
309,207,11
309,158,29
328,357,14
328,260,37
328,381,45
328,420,8
319,373,17
319,342,13
319,262,45
319,261,62
319,109,2
318,439,32
318,185,27
318,335,31
318,436,40
318,379,18
318,172,43
316,132,5
316,268,24
316,352,39
296,339,44
296,338,37
296,414,29
296,176,8
296,371,11
296,366,13
296,162,40
306,357,32
306,420,35
306,316,33
306,323,41
306,381,38
313,400,32
313,167,14
313,249,24
313,380,13
313,375,45
313,364,17
312,363,2
312,168,43
312,353,1
312,419,28
312,287,38
308,374,45
308,297,14
308,236,35
308,64,5
308,376,32
308,211,41
308,209,31
304,421,44
304,414,38
304,377,29
304,416,33
304,371,18
304,366,11
300,332,8
300,326,35
300,310,6
300,254,13
300,309,41
300,324,40
300,312,24
300,313,37
303,133,41
303,273,35
303,139,16
303,236,38
299,362,6
299,285,27
299,290,36
299,291,18
299,289,28
295,132,9
295,269,20
295,150,14
283,400,5
283,365,16
283,364,39
283,380,38
283,376,27
283,375,24
297,152,11
297,336,40
297,62,17
297,278,25
297,69,1
212,132,18
212,160,34
212,329,44
212,109,27
212,237,5
213,235,8
213,378,33
213,355,35
213,172,43
213,170,11
285,152,11
285,292,26
285,257,40
285,287,14
285,153,1
285,234,36
285,232,29
285,233,24
280,373,27
280,352,16
280,261,37
280,262,25
280,354,17
278,332,6
278,266,32
278,265,44
278,372,24
278,322,41
284,437,38
284,354,32
284,268,77
284,64,39
284,273,8
284,209,40
281,374,17
281,259,41
281,99,20
281,207,26
282,357,31
282,275,38
282,264,5
282,315,11
279,362,11
279,329,8
279,205,18
279,338,29
279,339,41
277,363,35
277,292,3
277,287,36
277,257,13
272,152,30
272,163,31
272,100,40
272,263,38
275,134,5
275,185,32
275,61,16
275,211,27
271,133,74
271,192,34
271,176,29
271,205,105
270,332,6
270,312,32
270,322,38
270,310,41
270,309,8
270,313,18
269,437,9
269,249,28
269,167,35
269,168,20
269,233,3
266,327,32
266,325,14
266,298,27
266,301,36
266,296,38
183,152,1
183,172,29
183,205,8
183,158,41
183,162,40
183,170,6
183,62,18
183,153,13
265,235,9
265,271,24
265,268,28
265,269,43
265,273,17
216,132,34
216,101,40
216,138,8
216,65,36
216,158,37
197,152,1
197,263,31
197,278,20
197,215,16
197,207,11
197,259,3
197,153,6
197,234,26
217,133,32
217,109,27
217,206,6
217,64,16
246,283,32
246,266,38
246,260,35
246,191,11
181,437,76
181,209,25
181,168,37
181,233,77
181,236,62
249,152,3
249,215,64
249,207,11
249,234,25
249,153,41
249,232,40
233,152,11
233,205,6
233,170,8
233,162,34
233,62,29
199,152,18
199,185,5
199,172,35
199,160,38
230,152,28
230,236,27
230,159,6
230,237,16
175,132,38
175,168,32
175,163,5
175,170,11
175,99,20
157,134,76
157,172,38
157,160,6
157,158,28
157,100,18
196,133,26
196,163,62
196,158,28
196,170,16
196,62,27
244,152,27
244,237,5
244,234,88
244,207,11
244,209,63
244,211,13
244,257,38
253,437,27
253,191,37
253,236,38
253,160,33
253,185,35
200,132,16
200,160,6
200,167,5
200,139,20
200,102,27
195,134,29
195,205,37
195,158,11
195,162,35
195,168,5
195,69,27
176,134,5
176,64,27
176,99,13
176,138,18
176,61,28
176,102,8
176,155,62
